"Geography","fips_county","fips_tract","Population","White","Black","Asian","NHPI","AIAN","Two or More Races","Other","district"
"39045030300","045","030300",3355,3273,8,16,0,1,50,7,14
"39045030400","045","030400",4561,4423,48,18,0,12,54,6,14
"39045030600","045","030600",9179,7437,1150,272,2,15,232,71,14
"39045030700","045","030700",3030,2897,71,15,0,6,37,4,14
"39045030800","045","030800",5436,5271,63,19,0,8,63,12,14
"39045030900","045","030900",8357,8096,39,65,1,11,114,31,14
"39045031000","045","031000",5492,5366,11,27,5,5,64,14,14
"39045031100","045","031100",6088,5948,33,6,1,16,79,5,14
"39045031200","045","031200",4939,4829,7,15,1,16,64,7,14
"39045031300","045","031300",3065,2966,28,21,2,5,34,9,14
"39045031400","045","031400",6771,6495,61,33,7,20,102,53,14
"39045031500","045","031500",2523,2391,30,16,3,4,37,42,14
"39045031600","045","031600",6138,5938,45,30,0,5,91,29,14
"39045031700","045","031700",4085,3890,32,16,1,19,94,33,14
"39045032000","045","032000",3078,2925,33,11,0,18,61,30,14
"39045032100","045","032100",3407,3305,23,6,0,10,53,10,14
"39045032200","045","032200",3772,3577,58,6,1,12,111,7,14
"39045032300","045","032300",3953,3837,47,8,0,8,47,6,14
"39045032500","045","032500",6264,5495,663,14,0,9,67,16,14
"39045032600","045","032600",6763,6655,23,7,2,10,60,6,14
"39045032701","045","032701",4247,2997,885,170,4,3,135,53,14
"39045032702","045","032702",7340,3644,2872,240,3,13,345,223,14
"39045032800","045","032800",4291,3846,258,91,0,3,86,7,14
"39045032900","045","032900",10344,8906,897,240,4,18,226,53,15
"39045033000","045","033000",4137,3589,337,57,1,30,109,14,14
"39045033100","045","033100",8700,7183,960,212,6,12,279,48,14
"39047925800","047","925800",3976,3765,49,6,0,9,46,101,13
"39047925900","047","925900",3557,3388,74,11,6,4,63,11,13
"39047926000","047","926000",4171,3997,59,25,0,19,61,10,13
"39047926100","047","926100",4772,4361,183,28,1,17,141,41,13
"39047926200","047","926200",4692,4394,130,43,1,6,87,31,13
"39047926300","047","926300",3538,3390,52,33,0,5,46,12,13
"39047926400","047","926400",4324,4176,39,11,0,7,60,31,13
"39049000110","049","000110",3344,3217,40,36,0,2,36,13,16
"39049000120","049","000120",3162,3016,44,42,1,3,49,7,16
"39049000210","049","000210",2935,2773,52,32,0,5,63,10,16
"39049000220","049","000220",3727,3536,32,55,0,4,76,24,16
"39049000310","049","000310",3147,2135,739,70,2,3,137,61,15
"39049000320","049","000320",2390,1923,299,29,0,6,77,56,15
"39049000330","049","000330",2314,1623,528,26,1,2,84,50,15
"39049000410","049","000410",2419,2223,62,53,1,9,52,19,16
"39049000420","049","000420",3139,2937,60,51,0,6,72,13,16
"39049000500","049","000500",4057,3509,109,294,0,8,104,33,16
"39049000600","049","000600",3780,3255,171,150,1,20,142,41,16
"39049000710","049","000710",3102,1987,880,19,2,8,150,56,15
"39049000720","049","000720",2384,594,1669,8,0,9,83,21,15
"39049000730","049","000730",3090,179,2788,10,0,12,73,28,15
"39049000810","049","000810",2540,1625,775,36,0,2,82,20,15
"39049000820","049","000820",3121,1496,1407,38,2,10,116,52,15
"39049000910","049","000910",3409,807,2396,9,2,7,150,38,15
"39049000920","049","000920",2069,431,1492,6,1,7,95,37,15
"39049001000","049","001000",5830,5224,189,201,2,22,141,51,15
"39049001110","049","001110",3688,2987,100,475,2,8,74,42,15
"39049001121","049","001121",7300,6263,357,529,0,18,29,104,16
"39049001122","049","001122",3159,2122,353,571,0,8,45,60,16
"39049001200","049","001200",4822,4328,171,185,2,4,91,41,15
"39049001300","049","001300",6583,5664,403,304,3,11,141,57,15
"39049001400","049","001400",1543,217,1259,4,1,3,55,4,15
"39049001500","049","001500",2031,99,1810,21,47,6,42,6,15
"39049001600","049","001600",1682,477,1011,7,2,7,86,92,15
"39049001700","049","001700",2704,1668,579,110,0,2,96,249,15
"39049001810","049","001810",4434,3181,294,816,0,3,101,39,16
"39049001820","049","001820",2598,2188,181,129,1,7,58,34,16
"39049001901","049","001901",2031,1699,100,151,1,4,48,28,16
"39049001902","049","001902",3410,3072,93,137,0,15,59,34,16
"39049002000","049","002000",3252,2837,229,68,1,7,78,32,16
"39049002100","049","002100",1808,1648,47,62,0,3,33,15,15
"39049002200","049","002200",1851,1455,268,44,1,6,61,16,15
"39049002300","049","002300",1453,165,1207,14,1,16,43,7,15
"39049002510","049","002510",2856,373,2259,41,0,9,78,96,15
"39049002520","049","002520",2648,460,2041,15,1,5,118,8,15
"39049002600","049","002600",4028,958,2177,27,0,28,160,678,15
"39049002710","049","002710",1858,424,1183,11,11,15,79,135,15
"39049002730","049","002730",2104,571,1342,23,1,7,104,56,15
"39049002740","049","002740",2316,1741,486,15,1,4,31,38,15
"39049002750","049","002750",2349,694,1399,42,5,3,137,69,15
"39049002760","049","002760",3066,1726,1154,32,2,8,76,68,15
"39049002770","049","002770",1995,541,1295,18,2,7,82,50,15
"39049002780","049","002780",2423,1439,877,29,0,5,61,12,15
"39049002800","049","002800",2629,277,2194,9,4,15,112,18,15
"39049002900","049","002900",2368,97,2099,20,51,5,76,20,15
"39049003000","049","003000",3105,2082,779,106,0,10,103,25,15
"39049003200","049","003200",2147,1801,145,83,0,5,41,72,16
"39049003600","049","003600",1442,241,1116,4,0,6,69,6,15
"39049003700","049","003700",3303,973,2115,24,0,19,154,18,15
"39049003800","049","003800",1896,949,848,12,1,7,71,8,15
"39049004000","049","004000",2941,1898,785,112,0,10,105,31,15
"39049004200","049","004200",1370,503,789,1,2,5,61,9,16
"39049004300","049","004300",5613,4554,498,261,2,13,176,109,16
"39049004500","049","004500",5154,4019,673,62,0,27,250,123,16
"39049004610","049","004610",3368,2948,189,35,1,11,108,76,13
"39049004620","049","004620",2659,1911,375,61,0,13,172,127,16
"39049004700","049","004700",4971,2697,1555,81,3,36,352,247,16
"39049004810","049","004810",2891,2341,279,71,0,11,105,84,13
"39049004820","049","004820",2589,1818,497,61,1,8,97,107,13
"39049004900","049","004900",5651,3882,1220,106,7,18,246,172,16
"39049005000","049","005000",5205,4060,786,46,0,31,246,36,16
"39049005100","049","005100",1928,817,996,13,7,10,71,14,13
"39049005200","049","005200",2584,2315,139,58,0,4,58,10,14
"39049005300","049","005300",3054,674,2251,19,0,9,89,12,15
"39049005410","049","005410",1362,92,1216,2,0,6,42,4,15
"39049005420","049","005420",2151,177,1862,7,0,5,76,24,14
"39049005500","049","005500",4228,339,3605,14,0,13,215,42,14
"39049005610","049","005610",1784,573,1072,2,0,9,108,20,14
"39049005620","049","005620",2542,1580,815,14,0,10,97,26,14
"39049005700","049","005700",3629,3294,187,68,0,8,60,12,14
"39049005810","049","005810",2548,2330,121,24,1,1,52,19,13
"39049005820","049","005820",2230,1973,129,26,0,10,77,15,13
"39049005900","049","005900",2546,598,1773,28,2,17,117,11,14
"39049006000","049","006000",2345,1181,999,8,0,3,129,25,14
"39049006100","049","006100",2398,1839,414,7,0,24,92,22,14
"39049006220","049","006220",6527,5523,187,593,1,6,128,89,16
"39049006230","049","006230",13127,9306,429,2863,2,12,331,184,16
"39049006236","049","006236",5979,5354,70,459,0,0,87,9,16
"39049006310","049","006310",4439,4160,28,169,0,5,65,12,16
"39049006321","049","006321",4086,3712,34,240,1,6,78,15,16
"39049006323","049","006323",3318,2974,36,238,2,4,43,21,16
"39049006330","049","006330",4716,4357,36,196,1,6,99,21,16
"39049006340","049","006340",3105,2683,34,306,0,2,66,14,16
"39049006351","049","006351",3789,3246,188,197,0,3,125,30,16
"39049006352","049","006352",2985,1980,221,606,2,8,80,88,16
"39049006353","049","006353",4462,3270,263,532,0,6,132,259,16
"39049006371","049","006371",6472,4852,367,775,6,8,222,242,16
"39049006372","049","006372",5738,4096,501,651,5,7,201,277,16
"39049006383","049","006383",8813,6972,542,727,0,17,246,309,16
"39049006384","049","006384",6194,5030,251,612,1,10,180,110,16
"39049006386","049","006386",3702,2802,198,540,1,2,90,69,16
"39049006387","049","006387",5527,4501,275,426,4,11,153,157,16
"39049006391","049","006391",4770,4259,119,297,3,1,68,23,16
"39049006392","049","006392",4386,3905,87,301,0,6,70,17,16
"39049006393","049","006393",5239,4377,209,481,7,18,113,34,16
"39049006394","049","006394",2750,2372,119,132,0,3,88,36,16
"39049006395","049","006395",3673,2750,152,564,0,9,106,92,16
"39049006396","049","006396",4289,3471,184,401,0,8,127,98,16
"39049006410","049","006410",2666,2508,25,71,1,0,50,11,16
"39049006430","049","006430",4459,3962,26,354,0,7,87,23,16
"39049006500","049","006500",3646,3533,9,61,0,5,24,14,16
"39049006600","049","006600",3903,3742,49,55,2,1,52,2,16
"39049006710","049","006710",2666,2432,83,54,2,2,72,21,16
"39049006721","049","006721",3390,3219,41,68,0,1,56,5,16
"39049006722","049","006722",2828,2527,131,73,0,1,71,25,16
"39049006810","049","006810",2140,2055,17,25,2,0,35,6,16
"39049006821","049","006821",3327,2427,652,75,0,9,120,44,16
"39049006822","049","006822",1876,1755,52,23,0,0,39,7,16
"39049006910","049","006910",1530,1448,9,36,0,1,30,6,16
"39049006921","049","006921",3431,2281,650,64,0,6,145,285,16
"39049006923","049","006923",3281,2067,903,100,8,13,112,78,16
"39049006924","049","006924",3677,1975,1397,73,1,4,137,90,16
"39049006931","049","006931",6249,2649,2818,173,19,19,217,354,16
"39049006932","049","006932",5996,2527,2835,216,0,10,247,161,16
"39049006933","049","006933",5257,1444,3326,36,5,31,193,222,16
"39049006942","049","006942",1167,640,445,22,0,2,33,25,16
"39049006943","049","006943",4489,2707,1439,79,0,6,179,79,16
"39049006944","049","006944",4112,2918,938,60,0,7,127,62,16
"39049006945","049","006945",5353,2026,2593,109,3,23,252,347,16
"39049006950","049","006950",2744,2612,24,69,1,0,32,6,16
"39049006990","049","006990",6376,4649,1128,102,1,20,196,280,16
"39049007010","049","007010",3802,3014,629,40,0,6,87,26,16
"39049007020","049","007020",6372,5884,218,77,3,9,138,43,16
"39049007041","049","007041",2062,1794,59,164,1,5,29,10,16
"39049007043","049","007043",4047,3103,396,256,1,7,122,162,16
"39049007044","049","007044",5614,4044,515,863,1,11,126,54,16
"39049007047","049","007047",3727,2848,397,234,2,4,83,159,16
"39049007048","049","007048",5672,4353,539,521,1,8,198,52,16
"39049007112","049","007112",5431,2863,2047,213,2,11,199,96,16
"39049007113","049","007113",4918,2772,1669,160,2,14,191,110,16
"39049007114","049","007114",4823,3132,1308,116,2,16,154,95,16
"39049007115","049","007115",5380,2427,2289,83,14,9,250,308,16
"39049007120","049","007120",5117,4118,644,72,3,6,195,79,16
"39049007132","049","007132",7422,5596,1006,461,1,21,234,103,15
"39049007193","049","007193",6316,5786,249,104,0,9,137,31,16
"39049007194","049","007194",6417,5689,442,105,0,15,139,27,16
"39049007198","049","007198",2812,2281,317,76,0,5,105,28,16
"39049007199","049","007199",5271,3600,1157,201,1,21,205,86,16
"39049007201","049","007201",613,577,7,15,0,6,5,3,15
"39049007202","049","007202",2915,1699,968,73,1,7,100,67,15
"39049007203","049","007203",3233,2773,110,261,4,2,76,7,15
"39049007205","049","007205",3710,3197,280,119,1,2,79,32,15
"39049007207","049","007207",4173,3481,401,153,0,5,103,30,15
"39049007209","049","007209",5706,4394,474,699,3,7,104,25,15
"39049007210","049","007210",8200,7238,279,482,7,5,154,35,15
"39049007393","049","007393",8742,7420,757,349,0,12,165,39,15
"39049007394","049","007394",2806,2509,141,100,4,8,35,9,15
"39049007395","049","007395",11281,7260,3127,307,1,18,411,157,15
"39049007396","049","007396",9839,6770,2488,233,0,14,258,76,15
"39049007424","049","007424",5470,4181,811,175,1,15,170,117,15
"39049007425","049","007425",2867,2404,292,41,0,8,80,42,15
"39049007426","049","007426",2823,2525,154,40,1,5,66,32,15
"39049007427","049","007427",6030,4664,952,187,0,10,171,46,15
"39049007492","049","007492",5738,4581,664,285,5,11,139,53,15
"39049007494","049","007494",4341,3381,699,115,5,10,99,32,15
"39049007511","049","007511",1851,162,1587,8,0,4,83,7,15
"39049007512","049","007512",4053,353,3500,11,0,14,137,38,15
"39049007520","049","007520",3321,766,2379,6,0,27,97,46,15
"39049007531","049","007531",2496,863,1246,54,0,11,105,217,15
"39049007532","049","007532",2080,255,1568,17,0,5,96,139,16
"39049007533","049","007533",1569,254,1177,16,0,4,51,67,15
"39049007534","049","007534",3671,661,2808,43,0,5,109,45,15
"39049007550","049","007550",2871,866,1858,17,0,5,90,35,15
"39049007551","049","007551",8138,1090,6330,275,12,12,254,165,15
"39049007710","049","007710",4236,2152,1755,45,6,5,153,120,15
"39049007721","049","007721",5155,1786,2321,240,0,31,284,493,16
"39049007722","049","007722",3210,2005,835,128,0,8,105,129,15
"39049007730","049","007730",2925,1754,857,82,4,15,118,95,16
"39049007740","049","007740",1653,1359,207,29,0,2,32,24,16
"39049007811","049","007811",3461,3088,102,170,0,5,74,22,16
"39049007812","049","007812",4094,3617,198,130,2,1,109,37,16
"39049007820","049","007820",4095,2165,363,1336,2,8,136,85,16
"39049007830","049","007830",2719,2152,110,337,1,15,75,29,16
"39049007921","049","007921",7719,6596,367,523,9,8,178,38,16
"39049007922","049","007922",4101,3709,91,176,0,9,86,30,16
"39049007931","049","007931",4175,3735,120,112,0,14,98,96,16
"39049007933","049","007933",7626,6808,235,313,0,14,161,95,16
"39049007941","049","007941",2588,2152,123,203,3,1,60,46,16
"39049007951","049","007951",8386,7431,255,438,0,19,185,58,16
"39049007952","049","007952",7428,6857,94,274,4,16,143,40,16
"39049007953","049","007953",6569,5421,518,335,12,8,178,97,16
"39049007954","049","007954",7659,5463,938,507,7,10,239,495,16
"39049008000","049","008000",5410,5077,101,92,0,16,95,29,16
"39049008110","049","008110",3973,3270,354,43,0,11,134,161,16
"39049008120","049","008120",3789,2951,190,35,0,19,115,479,13
"39049008132","049","008132",6619,4769,803,121,2,17,240,667,13
"39049008141","049","008141",7575,6460,464,227,3,19,169,233,16
"39049008142","049","008142",6806,5078,566,347,8,20,244,543,16
"39049008161","049","008161",7166,5498,866,120,3,38,311,330,13
"39049008162","049","008162",9125,7264,603,207,7,23,264,757,9
"39049008163","049","008163",3518,2043,435,110,1,17,146,766,13
"39049008164","049","008164",4008,2730,553,80,0,6,138,501,13
"39049008210","049","008210",2210,1623,214,68,3,9,64,229,16
"39049008230","049","008230",1745,740,497,3,0,25,130,350,13
"39049008241","049","008241",2772,1947,373,22,6,14,89,321,16
"39049008242","049","008242",6425,4941,489,419,5,11,184,376,16
"39049008311","049","008311",4857,2957,1131,69,9,36,192,463,13
"39049008312","049","008312",4805,2965,1069,159,61,15,203,333,13
"39049008321","049","008321",2299,1840,233,98,1,3,70,54,13
"39049008322","049","008322",4536,3758,427,82,0,17,132,120,13
"39049008330","049","008330",1744,1615,83,11,1,5,20,9,13
"39049008340","049","008340",5988,4534,967,179,0,27,170,111,13
"39049008350","049","008350",6684,3438,2381,122,10,24,233,476,13
"39049008360","049","008360",6366,5179,653,174,1,26,186,147,13
"39049008370","049","008370",7384,6568,340,147,1,25,170,133,13
"39049008380","049","008380",5417,4108,990,73,0,14,131,101,13
"39049008400","049","008400",2962,2810,41,43,0,4,50,14,16
"39049008500","049","008500",4280,4040,70,48,2,7,74,39,16
"39049008710","049","008710",2691,375,2147,64,0,13,78,14,14
"39049008720","049","008720",3459,1255,1557,226,1,12,156,252,14
"39049008730","049","008730",1761,543,1058,4,1,10,82,63,14
"39049008811","049","008811",1873,1582,228,1,3,1,36,22,13
"39049008812","049","008812",3034,835,1996,15,0,19,128,41,14
"39049008813","049","008813",2326,307,1907,15,0,4,62,31,14
"39049008821","049","008821",2695,2541,48,17,0,6,53,30,13
"39049008822","049","008822",4016,2781,997,35,2,14,139,48,13
"39049008825","049","008825",6296,5502,515,65,1,15,139,59,13
"39049008900","049","008900",5063,4402,407,82,1,12,141,18,15
"39049009000","049","009000",3257,3004,125,57,1,1,58,11,15
"39049009100","049","009100",4737,4299,239,56,0,2,124,17,15
"39049009210","049","009210",4713,1867,2110,180,6,24,196,330,15
"39049009220","049","009220",2372,1708,420,29,1,8,89,117,15
"39049009230","049","009230",4429,2622,1270,108,0,23,215,191,15
"39049009240","049","009240",1919,1575,192,8,0,10,52,82,15
"39049009250","049","009250",1889,1374,343,24,1,15,63,69,15
"39049009311","049","009311",2879,1138,1493,33,0,3,112,100,15
"39049009312","049","009312",2996,907,1771,36,2,11,133,136,14
"39049009321","049","009321",2164,889,1010,74,1,8,75,107,15
"39049009322","049","009322",3205,1254,1680,62,1,12,100,96,15
"39049009323","049","009323",3232,725,2059,35,1,9,107,296,14
"39049009325","049","009325",4598,853,3152,48,23,10,160,352,14
"39049009326","049","009326",1747,532,1053,10,1,6,80,65,14
"39049009331","049","009331",803,120,629,9,0,2,12,31,15
"39049009332","049","009332",3100,544,2404,26,0,6,98,22,14
"39049009333","049","009333",2059,351,1495,100,0,4,91,18,15
"39049009334","049","009334",2810,394,2184,102,0,10,74,46,14
"39049009336","049","009336",2738,1155,1360,53,0,5,127,38,14
"39049009337","049","009337",3857,585,2940,56,0,17,130,129,14
"39049009340","049","009340",2816,1461,989,38,0,11,174,143,15
"39049009350","049","009350",2700,1169,1180,35,1,11,107,197,15
"39049009361","049","009361",4770,2447,2055,59,1,7,150,51,15
"39049009362","049","009362",6436,4712,1424,96,8,7,136,53,15
"39049009371","049","009371",5528,1926,3200,56,0,18,209,119,14
"39049009372","049","009372",4306,1548,2465,84,2,12,124,71,14
"39049009373","049","009373",5773,1696,3603,80,0,10,274,110,14
"39049009374","049","009374",8056,3555,3758,131,8,21,364,219,14
"39049009381","049","009381",5439,3294,1747,122,0,11,220,45,15
"39049009382","049","009382",2803,2339,302,31,1,9,95,26,15
"39049009383","049","009383",2273,1610,483,18,8,4,104,46,15
"39049009384","049","009384",2595,1828,582,22,1,10,108,44,15
"39049009385","049","009385",3441,2640,601,79,0,7,97,17,15
"39049009386","049","009386",2764,1152,1349,14,1,8,127,113,15
"39049009390","049","009390",5409,4117,905,123,8,16,183,57,15
"39049009410","049","009410",2874,1871,767,44,5,5,114,68,14
"39049009420","049","009420",5793,4126,1321,77,9,11,190,59,14
"39049009430","049","009430",7328,4482,2326,129,9,18,243,121,14
"39049009440","049","009440",4385,3698,443,81,0,14,100,49,13
"39049009450","049","009450",8864,7385,1050,119,1,7,243,59,14
"39049009495","049","009495",4843,3435,1005,126,1,9,148,119,14
"39049009497","049","009497",1625,1546,23,26,0,2,24,4,13
"39049009520","049","009520",4308,3740,363,56,0,17,111,21,14
"39049009590","049","009590",4732,4310,251,34,1,12,94,30,13
"39049009600","049","009600",4169,3224,602,48,86,17,136,56,13
"39049009711","049","009711",4352,4008,169,28,8,8,98,33,13
"39049009712","049","009712",2523,2408,34,8,0,5,42,26,13
"39049009720","049","009720",6810,6179,203,80,3,6,182,157,13
"39049009740","049","009740",13583,12787,277,222,0,22,228,47,13
"39049009751","049","009751",5032,4733,128,67,3,9,71,21,13
"39049009752","049","009752",6124,5398,311,123,3,23,199,67,13
"39049009800","049","009800",6745,6514,63,30,1,16,87,34,13
"39049009900","049","009900",1499,683,561,54,1,7,62,131,16
"39049010000","049","010000",5388,4345,637,188,0,9,175,34,15
"39049010100","049","010100",1020,412,528,38,0,3,26,13,15
"39049010200","049","010200",15920,9289,5350,271,1,33,635,341,14
"39049010300","049","010300",2801,2180,406,17,4,6,143,45,13
"39049010400","049","010400",7499,5913,95,1301,6,4,137,43,16
"39049010500","049","010500",7953,6499,108,1179,1,4,119,43,16
"39049010601","049","010601",4644,3933,128,453,0,3,95,32,16
"39049010602","049","010602",6239,5486,157,420,0,9,113,54,16
"39049010700","049","010700",1299,1062,119,61,1,4,33,19,16
"39049980000","049","980000",2,2,0,0,0,0,0,0,15
"39051040100","051","040100",3286,3170,3,3,0,6,53,51,6
"39051040200","051","040200",4610,4473,33,7,0,13,55,29,6
"39051040300","051","040300",4819,4729,16,3,2,6,27,36,6
"39051040400","051","040400",3494,3331,11,17,1,21,55,58,6
"39051040500","051","040500",4899,4777,7,8,0,6,41,60,6
"39051040600","051","040600",4430,4257,10,12,0,11,53,87,6
"39051040700","051","040700",7714,6975,67,72,1,25,180,394,6
"39051040800","051","040800",4940,4741,14,23,0,15,78,69,6
"39051040900","051","040900",4506,4085,22,38,0,21,90,250,6
"39053953500","053","953500",4827,4589,129,11,0,13,78,7,14
"39053953600","053","953600",4068,3866,98,9,0,12,81,2,14
"39053953700","053","953700",4344,4136,113,10,0,19,44,22,14
"39053953800","053","953800",4303,4229,15,6,1,20,30,2,14
"39053953900","053","953900",7012,6599,209,61,0,22,104,17,14
"39053954000","053","954000",3752,3444,163,19,0,16,108,2,14
"39053954100","053","954100",2628,2445,85,24,0,16,37,21,14
"39055310100","055","310100",2269,2242,5,3,0,4,15,0,8
"39055310200","055","310200",1991,1935,19,4,0,1,30,2,8
"39055310600","055","310600",6148,5973,46,44,0,7,55,23,7
"39055310700","055","310700",4107,4035,14,24,1,0,22,11,8
"39055310800","055","310800",6621,6464,56,40,0,2,44,15,8
"39055310900","055","310900",3200,3079,46,9,0,3,34,29,8
"39055311000","055","311000",3637,3575,30,2,0,2,22,6,8
"39055311300","055","311300",4412,4293,42,18,0,3,39,17,8
"39055311400","055","311400",5537,5330,86,30,0,3,63,25,8
"39055311500","055","311500",5306,5149,64,55,1,3,20,14,8
"39055311600","055","311600",3810,3715,14,45,4,2,28,2,8
"39055311700","055","311700",4089,3582,395,28,4,1,53,26,8
"39055311800","055","311800",7306,7001,133,58,0,6,86,22,8
"39055311900","055","311900",6443,6233,71,57,0,8,61,13,8
"39055312000","055","312000",2801,2744,16,20,0,1,15,5,8
"39055312100","055","312100",4131,4091,8,5,0,5,22,0,8
"39055312201","055","312201",5410,5236,47,35,1,11,68,12,8
"39055312202","055","312202",4323,4214,38,31,0,6,30,4,8
"39055312203","055","312203",4661,4582,20,20,0,4,27,8,8
"39055312300","055","312300",4643,4518,42,25,0,2,50,6,8
"39055312400","055","312400",2544,2523,6,4,0,1,4,6,8
"39057200101","057","200101",2481,2124,192,47,3,9,69,37,9
"39057200103","057","200103",3713,2853,536,145,4,7,149,19,9
"39057200104","057","200104",6615,4646,1365,356,0,12,176,60,9
"39057200300","057","200300",3907,3526,172,49,4,17,124,15,9
"39057200400","057","200400",2064,1797,123,38,1,9,80,16,9
"39057200500","057","200500",5048,4553,209,57,11,15,165,38,9
"39057200600","057","200600",3557,3197,135,106,9,22,69,19,9
"39057200700","057","200700",4520,3679,519,76,6,22,162,56,9
"39057200900","057","200900",5655,5095,280,135,4,8,116,17,9
"39057210100","057","210100",5501,4218,310,750,2,9,161,51,9
"39057210200","057","210200",7897,7359,109,201,8,23,170,27,10
"39057210300","057","210300",3585,3379,47,79,1,2,64,13,10
"39057210401","057","210401",4964,4449,147,205,3,16,107,37,10
"39057210402","057","210402",5133,4662,90,260,1,13,88,19,10
"39057210500","057","210500",5500,4911,121,372,1,2,75,18,10
"39057210601","057","210601",8431,7143,279,722,5,11,237,34,9
"39057210602","057","210602",5400,4972,80,160,0,25,129,34,10
"39057210603","057","210603",5904,5219,173,356,1,1,123,31,9
"39057220100","057","220100",7698,7322,63,165,0,16,102,30,10
"39057220200","057","220200",7553,6905,370,63,2,17,149,47,10
"39057230100","057","230100",2577,2501,14,9,0,4,43,6,10
"39057240100","057","240100",2787,2444,226,12,0,19,71,15,9
"39057240200","057","240200",4699,4114,362,21,7,15,147,33,10
"39057240301","057","240301",8247,7089,805,38,1,23,258,33,10
"39057240302","057","240302",3823,3250,436,13,0,14,96,14,10
"39057240500","057","240500",4465,3822,486,25,0,10,106,16,9
"39057240600","057","240600",5528,2176,3049,18,5,23,238,19,9
"39057240700","057","240700",2752,2520,110,15,0,15,78,14,9
"39057255000","057","255000",3364,2642,394,49,0,22,242,15,9
"39057260100","057","260100",6250,5929,131,57,0,11,98,24,9
"39057270100","057","270100",3738,3573,68,20,2,4,58,13,9
"39057280101","057","280101",2568,2509,23,2,0,6,24,4,9
"39057280102","057","280102",2391,2330,10,2,5,2,39,3,9
"39057280200","057","280200",1426,1306,52,22,0,2,43,1,9
"39057280300","057","280300",1832,1456,195,58,3,2,86,32,9
"39059977100","059","977100",4607,4487,40,5,0,13,58,4,3
"39059977200","059","977200",4821,4717,17,11,3,14,54,5,15
"39059977300","059","977300",3629,3346,118,18,1,7,123,16,15
"39059977400","059","977400",3671,3401,146,11,1,6,92,14,15
"39059977500","059","977500",3442,3224,104,6,0,15,85,8,15
"39059977600","059","977600",3124,2964,61,12,1,9,74,3,15
"39059977700","059","977700",3813,3707,34,23,0,8,32,9,3
"39059977800","059","977800",4008,3903,23,5,2,13,52,10,15
"39059977900","059","977900",4515,4425,9,7,2,7,64,1,15
"39059978000","059","978000",4457,4312,38,12,0,8,81,6,15
"39061000200","061","000200",1068,24,1010,3,0,3,25,3,11
"39061000700","061","000700",3498,1924,1311,103,2,17,89,52,10
"39061000900","061","000900",1652,539,1059,12,0,10,26,6,10
"39061001000","061","001000",1437,578,791,24,0,3,33,8,10
"39061001100","061","001100",900,193,679,3,0,3,16,6,10
"39061001600","061","001600",1487,200,1270,3,0,1,13,0,11
"39061001700","061","001700",1488,201,1241,7,0,3,34,2,11
"39061001800","061","001800",1473,737,683,20,0,5,20,8,10
"39061001900","061","001900",1445,753,623,35,2,1,27,4,10
"39061002000","061","002000",1352,910,352,42,0,1,33,14,10
"39061002200","061","002200",2288,472,1698,25,0,3,68,22,10
"39061002300","061","002300",1143,244,852,3,0,3,32,9,11
"39061002500","061","002500",2433,1764,443,166,0,5,39,16,11
"39061002600","061","002600",3453,2766,476,109,0,6,57,39,11
"39061002700","061","002700",1513,1131,297,34,3,3,38,7,11
"39061002800","061","002800",1343,884,404,4,0,5,39,7,11
"39061002900","061","002900",6025,3891,1042,842,8,4,180,58,11
"39061003000","061","003000",3565,2804,417,263,3,2,60,16,11
"39061003200","061","003200",1622,802,465,298,4,3,38,12,11
"39061003300","061","003300",1705,831,735,75,1,3,50,10,11
"39061003600","061","003600",1451,43,1379,2,1,3,23,0,10
"39061003700","061","003700",1923,240,1584,24,0,6,63,6,10
"39061003800","061","003800",2434,80,2230,1,0,3,69,51,10
"39061003900","061","003900",1942,152,1748,0,0,2,23,17,10
"39061004000","061","004000",2118,580,1465,18,0,4,39,12,10
"39061004100","061","004100",1552,727,766,17,0,3,35,4,10
"39061004200","061","004200",1821,1142,605,29,0,3,33,9,10
"39061004500","061","004500",1064,1027,2,11,0,2,19,3,13
"39061004602","061","004602",4945,4453,280,82,0,3,100,27,13
"39061004603","061","004603",2982,2786,97,17,0,6,64,12,13
"39061004604","061","004604",3513,3006,302,81,0,7,87,30,13
"39061004605","061","004605",2458,2165,181,36,0,1,65,10,13
"39061004701","061","004701",2893,2715,62,60,0,1,39,16,10
"39061004702","061","004702",875,784,33,3,0,6,35,14,10
"39061004800","061","004800",3225,3052,29,66,1,8,54,15,10
"39061004900","061","004900",6278,5670,221,228,2,7,127,23,10
"39061005000","061","005000",4756,4276,210,137,2,8,88,35,10
"39061005100","061","005100",2322,2178,35,52,0,1,34,22,10
"39061005200","061","005200",3371,3052,133,80,0,12,57,37,10
"39061005301","061","005301",2889,2439,265,82,0,6,59,38,10
"39061005302","061","005302",3200,2642,373,90,2,5,68,20,10
"39061005400","061","005400",969,665,230,46,0,1,20,7,10
"39061005500","061","005500",3851,1018,2629,68,0,11,113,12,10
"39061005600","061","005600",5470,3016,2189,26,6,14,196,23,10
"39061005701","061","005701",2946,1910,884,28,1,9,73,41,10
"39061005702","061","005702",4664,2197,2152,64,1,8,153,89,10
"39061005800","061","005800",5137,1240,3609,38,4,10,153,83,10
"39061005900","061","005900",1142,612,449,21,0,3,40,17,10
"39061006000","061","006000",5228,2923,1913,111,3,14,175,89,11
